catalog_version,catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,condition_code_fragments,key_management_condition,simplified_management_condition,registration_management_condition,source_pdf,source_page,source_row_index,table_bbox,row_cells_bbox,extraction_method,extraction_confidence,audit_status,notes
2019,1,一、畜牧业03,牲畜饲养031，家禽饲养032,031;032,,"设有污水排放口的规模化畜禽养殖
场、养殖小区（具体规模化标准按《畜
禽规模养殖污染防治条例》执行）",/,"无污水排放口的规模化畜禽养殖场、养
殖小区，设有污水排放口的规模以下畜
禽养殖场、养殖小区",固定污染源排污许可分类管理名录(2019年版).pdf,4,2,"[46.56, 85.29, 794.78, 477.32]","[[46.55999946594238, 337.19000244140625, 794.7766723632812, 360.3900146484375], [46.55999946594238, 360.3900146484375, 80.0, 388.1400146484375], [46.55999946594238, 388.1400146484375, 794.7766723632812, 408.489990234375], [46.55999946594238, 408.489990234375, 80.0, 436.239990234375], [46.55999946594238, 436.239990234375, 794.7766723632812, 456.5899963378906]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,
2019,2,一、畜牧业03,其他畜牧业039,039,,/,/,设有污水排放口的养殖场、养殖小区,固定污染源排污许可分类管理名录(2019年版).pdf,4,3,"[46.56, 85.29, 794.78, 477.32]","[[46.55999946594238, 456.5899963378906, 80.0, 477.3199920654297], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 126.48999786376953, 264.20001220703125, 171.44000244140625], [80.0, 171.44000244140625, 264.20001220703125, 191.7899932861328], [80.0, 214.99000549316406, 264.20001220703125, 242.74000549316406]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,
2019,3,二、煤炭开采和洗选业06,"烟煤和无烟煤开采洗选061，褐煤开采
洗选062，其他煤炭洗选069",061;062;069,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他,固定污染源排污许可分类管理名录(2019年版).pdf,4,5,"[46.56, 85.29, 794.78, 477.32]","[[264.20001220703125, 85.29000091552734, 441.25, 106.13999938964844], [264.20001220703125, 126.48999786376953, 441.25, 171.44000244140625], [264.20001220703125, 171.44000244140625, 441.25, 191.7899932861328], [264.20001220703125, 214.99000549316406, 441.25, 242.74000549316406], [264.20001220703125, 265.94000244140625, 441.25, 286.2900085449219]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,references_general_process_109_112;registration_else_condition
2019,4,三、石油和天然气开采业07,石油开采071，天然气开采072,071;072,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他,固定污染源排污许可分类管理名录(2019年版).pdf,4,7,"[46.56, 85.29, 794.78, 477.32]","[[441.25, 126.48999786376953, 618.1500244140625, 171.44000244140625], [441.25, 171.44000244140625, 618.1500244140625, 191.7899932861328], [441.25, 214.99000549316406, 618.1500244140625, 242.74000549316406], [441.25, 265.94000244140625, 618.1500244140625, 286.2900085449219], [441.25, 309.489990234375, 618.1500244140625, 337.19000244140625]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,references_general_process_109_112;registration_else_condition
2019,5,四、黑色金属矿采选业08,"铁矿采选081，锰矿、铬矿采选082，
其他黑色金属矿采选089",081;082;089,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他,固定污染源排污许可分类管理名录(2019年版).pdf,4,9,"[46.56, 85.29, 794.78, 477.32]","[[618.1500244140625, 171.44000244140625, 794.7766723632812, 191.7899932861328], [618.1500244140625, 214.99000549316406, 794.7766723632812, 242.74000549316406], [618.1500244140625, 265.94000244140625, 794.7766723632812, 286.2900085449219], [618.1500244140625, 309.489990234375, 794.7766723632812, 337.19000244140625], [618.1500244140625, 360.3900146484375, 794.7766723632812, 388.1400146484375]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,references_general_process_109_112;registration_else_condition
2019,6,五、有色金属矿采选业09,"常用有色金属矿采选091，贵金属矿采
选092，稀有稀土金属矿采选093",091;092;093,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他,固定污染源排污许可分类管理名录(2019年版).pdf,4,11,"[46.56, 85.29, 794.78, 477.32]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,references_general_process_109_112;registration_else_condition
2019,7,六、非金属矿采选业10,"土砂石开采101，化学矿开采102，采
盐103，石棉及其他非金属矿采选109",101;102;103;109,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他,固定污染源排污许可分类管理名录(2019年版).pdf,4,13,"[46.56, 85.29, 794.78, 477.32]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,references_general_process_109_112;registration_else_condition
2019,8,七、其他采矿业12,其他采矿业120,120,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他,固定污染源排污许可分类管理名录(2019年版).pdf,4,15,"[46.56, 85.29, 794.78, 477.32]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,references_general_process_109_112;registration_else_condition
2019,9,八、农副食品加工业13,谷物磨制131,131,131,/,/,谷物磨制131﹡,固定污染源排污许可分类管理名录(2019年版).pdf,5,2,"[46.56, 85.29, 794.78, 484.27]","[[80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 129.33999633789062, 264.20001220703125, 152.5399932861328], [80.0, 152.5399932861328, 264.20001220703125, 175.74000549316406], [80.0, 175.74000549316406, 264.20001220703125, 198.94000244140625], [80.0, 198.94000244140625, 264.20001220703125, 231.2899932861328]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition
2019,10,八、农副食品加工业13,饲料加工132,132,132,/,饲料加工132（有发酵工艺的）﹡,饲料加工132（无发酵工艺的）﹡,固定污染源排污许可分类管理名录(2019年版).pdf,5,3,"[46.56, 85.29, 794.78, 484.27]","[[80.0, 231.2899932861328, 264.20001220703125, 317.44000244140625], [80.0, 317.44000244140625, 264.20001220703125, 372.3900146484375], [80.0, 372.3900146484375, 264.20001220703125, 395.5899963378906], [80.0, 395.5899963378906, 264.20001220703125, 484.27000427246094], [264.20001220703125, 85.29000091552734, 441.25, 106.13999938964844]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition
2019,11,八、农副食品加工业13,植物油加工133,133,,/,除单纯混合或者分装以外的﹡,单纯混合或者分装的﹡,固定污染源排污许可分类管理名录(2019年版).pdf,5,4,"[46.56, 85.29, 794.78, 484.27]","[[264.20001220703125, 129.33999633789062, 441.25, 152.5399932861328], [264.20001220703125, 152.5399932861328, 441.25, 175.74000549316406], [264.20001220703125, 175.74000549316406, 441.25, 198.94000244140625], [264.20001220703125, 198.94000244140625, 441.25, 231.2899932861328], [264.20001220703125, 231.2899932861328, 441.25, 317.44000244140625]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition
2019,12,八、农副食品加工业13,制糖业134,134,1000,"日加工糖料能力1000 吨及以上的原
糖、成品糖或者精制糖生产",其他﹡,/,固定污染源排污许可分类管理名录(2019年版).pdf,5,5,"[46.56, 85.29, 794.78, 484.27]","[[264.20001220703125, 317.44000244140625, 441.25, 372.3900146484375], [264.20001220703125, 372.3900146484375, 441.25, 395.5899963378906], [264.20001220703125, 395.5899963378906, 441.25, 484.27000427246094], [441.25, 85.29000091552734, 618.1500244140625, 106.13999938964844], [441.25, 129.33999633789062, 618.1500244140625, 152.5399932861328]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition
2019,13,八、农副食品加工业13,屠宰及肉类加工135,135,10;100;1000;15,"年屠宰生猪10 万头及以上的，年屠
宰肉牛1 万头及以上的，年屠宰肉羊
15 万头及以上的，年屠宰禽类1000
万只及以上的","年屠宰生猪2 万头及以上10 万头以
下的，年屠宰肉牛0.2 万头及以上1
万头以下的，年屠宰肉羊2.5 万头及
以上15 万头以下的，年屠宰禽类100
万只及以上1000 万只以下的，年加
工肉禽类2 万吨及以上的",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,5,6,"[46.56, 85.29, 794.78, 484.27]","[[441.25, 152.5399932861328, 618.1500244140625, 175.74000549316406], [441.25, 175.74000549316406, 618.1500244140625, 198.94000244140625], [441.25, 198.94000244140625, 618.1500244140625, 231.2899932861328], [441.25, 231.2899932861328, 618.1500244140625, 317.44000244140625], [441.25, 317.44000244140625, 618.1500244140625, 372.3900146484375]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,14,八、农副食品加工业13,水产品加工136,136,10;1361;1362;1363;1369,/,"年加工10 万吨及以上的水产品冷冻
加工1361、鱼糜制品及水产品干腌制
加工1362、鱼油提取及制品制造
1363、其他水产品加工1369",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,5,7,"[46.56, 85.29, 794.78, 484.27]","[[441.25, 372.3900146484375, 618.1500244140625, 395.5899963378906], [441.25, 395.5899963378906, 618.1500244140625, 484.27000427246094], [618.1500244140625, 85.29000091552734, 794.7766723632812, 106.13999938964844], [618.1500244140625, 129.33999633789062, 794.7766723632812, 152.5399932861328], [618.1500244140625, 152.5399932861328, 794.7766723632812, 175.74000549316406]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,15,八、农副食品加工业13,蔬菜、菌类、水果和坚果加工137,137,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,5,8,"[46.56, 85.29, 794.78, 484.27]","[[618.1500244140625, 175.74000549316406, 794.7766723632812, 198.94000244140625], [618.1500244140625, 198.94000244140625, 794.7766723632812, 231.2899932861328], [618.1500244140625, 231.2899932861328, 794.7766723632812, 317.44000244140625], [618.1500244140625, 317.44000244140625, 794.7766723632812, 372.3900146484375], [618.1500244140625, 372.3900146484375, 794.7766723632812, 395.5899963378906]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
2019,16,八、农副食品加工业13,其他农副食品加工139,139,15,"年加工能力15 万吨玉米或者1.5 万
吨薯类及以上的淀粉生产或者年产1
万吨及以上的淀粉制品生产，有发酵
工艺的淀粉制品","除重点管理以外的年加工能力1.5 万
吨及以上玉米、0.1 万吨及以上薯类
或豆类、4.5 万吨及以上小麦的淀粉
生产、年产0.1 万吨及以上的淀粉制
品生产（不含有发酵工艺的淀粉制
品）",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,5,9,"[46.56, 85.29, 794.78, 484.27]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,17,九、食品制造业14,方便食品制造143，其他食品制造149,143;149,1431;1432;1433;1439;1495,/,"米、面制品制造1431﹡，速冻食品制
造1432﹡，方便面制造1433﹡，其
他方便食品制造1439﹡，食品及饲料
添加剂制造1495﹡，以上均不含手工
制作、单纯混合或者分装的",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,6,2,"[46.56, 85.29, 794.78, 469.72]","[[46.55999946594238, 421.2900085449219, 794.7766723632812, 441.6400146484375], [46.55999946594238, 441.6400146484375, 80.0, 469.7200012207031], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 126.48999786376953, 264.20001220703125, 195.08999633789062], [80.0, 195.08999633789062, 264.20001220703125, 227.49000549316406]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,18,九、食品制造业14,"焙烤食品制造141，糖果、巧克力及蜜
饯制造142，罐头食品制造145",141;142;145,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,6,3,"[46.56, 85.29, 794.78, 469.72]","[[80.0, 227.49000549316406, 264.20001220703125, 261.989990234375], [80.0, 261.989990234375, 264.20001220703125, 313.239990234375], [80.0, 333.5899963378906, 264.20001220703125, 380.5899963378906], [80.0, 380.5899963378906, 264.20001220703125, 400.94000244140625], [80.0, 400.94000244140625, 264.20001220703125, 421.2900085449219]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
2019,19,九、食品制造业14,乳制品制造144,144,20,"年加工20 万吨及以上的（不含单纯
混合或者分装的）","年加工20 万吨以下的（不含单纯混
合或者分装的）﹡",单纯混合或者分装的﹡,固定污染源排污许可分类管理名录(2019年版).pdf,6,4,"[46.56, 85.29, 794.78, 469.72]","[[80.0, 441.6400146484375, 264.20001220703125, 469.7200012207031], [264.20001220703125, 85.29000091552734, 441.25, 106.13999938964844], [264.20001220703125, 126.48999786376953, 441.25, 195.08999633789062], [264.20001220703125, 195.08999633789062, 441.25, 227.49000549316406], [264.20001220703125, 227.49000549316406, 441.25, 261.989990234375]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition
2019,20,九、食品制造业14,调味品、发酵制品制造146,146,,"有发酵工艺的味精、柠檬酸、赖氨酸、
酵母制造，年产2 万吨及以上且有发
酵工艺的酱油、食醋制造","除重点管理以外的调味品、发酵制品
制造（不含单纯混合或者分装的）﹡",单纯混合或者分装的﹡,固定污染源排污许可分类管理名录(2019年版).pdf,6,5,"[46.56, 85.29, 794.78, 469.72]","[[264.20001220703125, 261.989990234375, 441.25, 313.239990234375], [264.20001220703125, 333.5899963378906, 441.25, 380.5899963378906], [264.20001220703125, 380.5899963378906, 441.25, 400.94000244140625], [264.20001220703125, 400.94000244140625, 441.25, 421.2900085449219], [264.20001220703125, 441.6400146484375, 441.25, 469.7200012207031]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition
2019,21,十、酒、饮料和精制茶制造业15,酒的制造151,151,1511;5000,"酒精制造1511，有发酵工艺的年生产
能力5000 千升及以上的白酒、啤酒、
黄酒、葡萄酒、其他酒制造","有发酵工艺的年生产能力5000 千升
以下的白酒、啤酒、黄酒、葡萄酒、
其他酒制造﹡",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,6,7,"[46.56, 85.29, 794.78, 469.72]","[[441.25, 333.5899963378906, 618.1500244140625, 380.5899963378906], [441.25, 380.5899963378906, 618.1500244140625, 400.94000244140625], [441.25, 400.94000244140625, 618.1500244140625, 421.2900085449219], [441.25, 441.6400146484375, 618.1500244140625, 469.7200012207031], [618.1500244140625, 85.29000091552734, 794.7766723632812, 106.13999938964844]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,22,十、酒、饮料和精制茶制造业15,饮料制造152,152,,/,有发酵工艺或者原汁生产的﹡,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,6,8,"[46.56, 85.29, 794.78, 469.72]","[[618.1500244140625, 126.48999786376953, 794.7766723632812, 195.08999633789062], [618.1500244140625, 195.08999633789062, 794.7766723632812, 227.49000549316406], [618.1500244140625, 227.49000549316406, 794.7766723632812, 261.989990234375], [618.1500244140625, 261.989990234375, 794.7766723632812, 313.239990234375], [618.1500244140625, 333.5899963378906, 794.7766723632812, 380.5899963378906]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,23,十、酒、饮料和精制茶制造业15,精制茶加工153,153,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,6,9,"[46.56, 85.29, 794.78, 469.72]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
2019,24,十一、烟草制品业16,"烟叶复烤161，卷烟制造162，其他烟
草制品制造169",161;162;169,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,6,11,"[46.56, 85.29, 794.78, 469.72]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
2019,25,十二、纺织业17,"棉纺织及印染精加工171，毛纺织及染
整精加工172，麻纺织及染整精加工
173，丝绢纺织及印染精加工174，化
纤织造及印染精加工175",171;172;173;174;175,,"有前处理、染色、印花、洗毛、麻脱
胶、缫丝或者喷水织造工序的",仅含整理工序的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,7,2,"[46.56, 85.29, 794.78, 482.87]","[[46.55999946594238, 404.0899963378906, 80.0, 437.44000244140625], [46.55999946594238, 437.44000244140625, 80.0, 482.8699951171875], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 132.13999938964844, 264.20001220703125, 194.69000244140625], [80.0, 194.69000244140625, 264.20001220703125, 239.63999938964844]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,26,十二、纺织业17,"针织或钩针编织物及其制品制造176，
家用纺织制成品制造177，产业用纺织
制成品制造178",176;177;178,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,7,3,"[46.56, 85.29, 794.78, 482.87]","[[80.0, 265.6400146484375, 264.20001220703125, 291.6400146484375], [80.0, 291.6400146484375, 264.20001220703125, 317.6400146484375], [80.0, 343.6400146484375, 264.20001220703125, 378.0899963378906], [80.0, 378.0899963378906, 264.20001220703125, 404.0899963378906], [80.0, 404.0899963378906, 264.20001220703125, 437.44000244140625]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
2019,27,十三、纺织服装、服饰业18,机织服装制造181，服饰制造183,181;183,,有水洗工序、湿法印花、染色工艺的,/,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,7,5,"[46.56, 85.29, 794.78, 482.87]","[[264.20001220703125, 291.6400146484375, 441.25, 317.6400146484375], [264.20001220703125, 343.6400146484375, 441.25, 378.0899963378906], [264.20001220703125, 378.0899963378906, 441.25, 404.0899963378906], [264.20001220703125, 404.0899963378906, 441.25, 437.44000244140625], [264.20001220703125, 437.44000244140625, 441.25, 482.8699951171875]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,28,十三、纺织服装、服饰业18,针织或钩针编织服装制造182,182,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,7,6,"[46.56, 85.29, 794.78, 482.87]","[[441.25, 85.29000091552734, 618.1500244140625, 106.13999938964844], [441.25, 132.13999938964844, 618.1500244140625, 194.69000244140625], [441.25, 194.69000244140625, 618.1500244140625, 239.63999938964844], [441.25, 265.6400146484375, 618.1500244140625, 291.6400146484375], [441.25, 291.6400146484375, 618.1500244140625, 317.6400146484375]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
2019,29,十四、皮革、毛皮、羽毛及其制品和制鞋业19,"皮革鞣制加工191，毛皮鞣制及制品加
工193",191;193,191;193,有鞣制工序的,皮革鞣制加工191（无鞣制工序的）,"毛皮鞣制及制品加工193（无鞣制工序
的）",固定污染源排污许可分类管理名录(2019年版).pdf,7,8,"[46.56, 85.29, 794.78, 482.87]","[[618.1500244140625, 132.13999938964844, 794.7766723632812, 194.69000244140625], [618.1500244140625, 194.69000244140625, 794.7766723632812, 239.63999938964844], [618.1500244140625, 265.6400146484375, 794.7766723632812, 291.6400146484375], [618.1500244140625, 291.6400146484375, 794.7766723632812, 317.6400146484375], [618.1500244140625, 343.6400146484375, 794.7766723632812, 378.0899963378906]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,
2019,30,十四、皮革、毛皮、羽毛及其制品和制鞋业19,皮革制品制造192,192,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,7,9,"[46.56, 85.29, 794.78, 482.87]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
2019,31,十四、皮革、毛皮、羽毛及其制品和制鞋业19,羽毛(绒)加工及制品制造194,194,1941;1942,羽毛（绒）加工1941（有水洗工序的）,/,"羽毛（绒）加工1941（无水洗工序的）
﹡，羽毛（绒）制品制造1942﹡",固定污染源排污许可分类管理名录(2019年版).pdf,7,10,"[46.56, 85.29, 794.78, 482.87]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition
2019,32,十四、皮革、毛皮、羽毛及其制品和制鞋业19,制鞋业195,195,10,纳入重点排污单位名录的,"除重点管理以外的年使用10 吨及以
上溶剂型胶粘剂或者3 吨及以上溶剂
型处理剂的",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,7,11,"[46.56, 85.29, 794.78, 482.87]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_dynamic_key_pollutant_unit_list;registration_else_condition
2019,33,十五、木材加工和木、竹、藤、棕、草制品业20,人造板制造202,202,10;2021;2022;2023;2029,纳入重点排污单位名录的,"除重点管理以外的胶合板制造2021
（年产10 万立方米及以上的）、纤
维板制造2022、刨花板制造2023、
其他人造板制造2029（年产10 万立
方米及以上的）",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,8,2,"[46.56, 85.29, 794.78, 487.02]","[[46.55999946594238, 422.0400085449219, 794.7766723632812, 442.3900146484375], [46.55999946594238, 442.3900146484375, 80.0, 487.02000427246094], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 126.48999786376953, 264.20001220703125, 201.58999633789062], [80.0, 201.58999633789062, 264.20001220703125, 233.0399932861328]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_dynamic_key_pollutant_unit_list;registration_else_condition
2019,34,十五、木材加工和木、竹、藤、棕、草制品业20,"木材加工201，木质制品制造203，竹、
藤、棕、草等制品制造204",201;203;204,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,8,3,"[46.56, 85.29, 794.78, 487.02]","[[80.0, 253.38999938964844, 264.20001220703125, 326.5400085449219], [80.0, 346.8900146484375, 264.20001220703125, 367.239990234375], [80.0, 367.239990234375, 264.20001220703125, 401.69000244140625], [80.0, 401.69000244140625, 264.20001220703125, 422.0400085449219], [80.0, 442.3900146484375, 264.20001220703125, 487.02000427246094]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
2019,35,十六、家具制造业21,"木质家具制造211，竹、藤家具制造
212，金属家具制造213，塑料家具制
造214，其他家具制造219",211;212;213;214;219,10;20,纳入重点排污单位名录的,"除重点管理以外的年使用10 吨及以
上溶剂型涂料或者胶粘剂（含稀释
剂、固化剂）的、年使用20 吨及以
上水性涂料或者胶粘剂的、有磷化表
面处理工艺的",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,8,5,"[46.56, 85.29, 794.78, 487.02]","[[264.20001220703125, 367.239990234375, 441.25, 401.69000244140625], [264.20001220703125, 401.69000244140625, 441.25, 422.0400085449219], [264.20001220703125, 442.3900146484375, 441.25, 487.02000427246094], [441.25, 85.29000091552734, 618.1500244140625, 106.13999938964844], [441.25, 126.48999786376953, 618.1500244140625, 201.58999633789062]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_dynamic_key_pollutant_unit_list;registration_else_condition
2019,36,十七、造纸和纸制品业22,纸浆制造221,221,,全部,/,/,固定污染源排污许可分类管理名录(2019年版).pdf,8,7,"[46.56, 85.29, 794.78, 487.02]","[[441.25, 442.3900146484375, 618.1500244140625, 487.02000427246094], [618.1500244140625, 85.29000091552734, 794.7766723632812, 106.13999938964844], [618.1500244140625, 126.48999786376953, 794.7766723632812, 201.58999633789062], [618.1500244140625, 201.58999633789062, 794.7766723632812, 233.0399932861328], [618.1500244140625, 253.38999938964844, 794.7766723632812, 326.5400085449219]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,
2019,37,十七、造纸和纸制品业22,造纸222,222,2221;2222;2223,"机制纸及纸板制造2221、手工纸制造
2222","有工业废水和废气排放的加工纸制
造2223",除简化管理外的加工纸制造2223﹡,固定污染源排污许可分类管理名录(2019年版).pdf,8,8,"[46.56, 85.29, 794.78, 487.02]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition
2019,38,十七、造纸和纸制品业22,纸制品制造223,223,,/,有工业废水或者废气排放的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,8,9,"[46.56, 85.29, 794.78, 487.02]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;registration_else_condition
2019,39,十八、印刷和记录媒介复制业23,印刷231,231,10;80,纳入重点排污单位名录的,"除重点管理以外的年使用80 吨及以
上溶剂型油墨、涂料或者10 吨及以
上溶剂型稀释剂的包装装潢印刷",其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,8,11,"[46.56, 85.29, 794.78, 487.02]",[],pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_dynamic_key_pollutant_unit_list;registration_else_condition
2019,40,十八、印刷和记录媒介复制业23,"装订及印刷相关服务232，记录媒介复
制233",232;233,,涉及通用工序重点管理的,涉及通用工序简化管理的,其他﹡,固定污染源排污许可分类管理名录(2019年版).pdf,9,1,"[46.56, 85.29, 794.78, 485.67]","[[46.55999946594238, 238.0399932861328, 80.0, 287.6400146484375], [46.55999946594238, 287.6400146484375, 80.0, 322.0899963378906], [46.55999946594238, 322.0899963378906, 80.0, 342.44000244140625], [46.55999946594238, 342.44000244140625, 794.7766723632812, 362.7900085449219], [46.55999946594238, 362.7900085449219, 80.0, 485.6699981689453]]",pymupdf_find_tables,HIGH,RAW_CONDITION_EXTRACTED_NOT_RUNTIME,has_asterisk_footnote_industrial_building_condition;references_general_process_109_112;registration_else_condition
